"","Male","Bachelor","relfreq","religionlink","regionlink","moreno","province","ownchtrust","religion"
"1867",1,0,99,2,3,1,"Ontario",99,"Non-religious"
"1868",0,1,3,2,3,3,"Ontario",99,"Other Christian"
"1869",0,1,1,2,3,2,"Ontario",5,"Catholic"
"1870",0,1,99,1,3,3,"Ontario",99,"Non-religious"
"1871",0,0,99,2,2,4,"Quebec",99,"Non-religious"
"1872",1,1,99,1,3,2,"Ontario",99,"Non-religious"
"1873",1,0,99,1,1,1,"Ontario",99,"Non-religious"
"1874",1,0,1,3,3,3,"Ontario",4,"Catholic"
"1875",1,0,3,3,3,1,"Ontario",7,"Catholic"
"1876",0,0,99,1,3,1,"Ontario",99,"Non-religious"
"1877",1,0,99,1,4,5,"Quebec",99,"Non-religious"
"1878",1,0,99,2,2,1,"Ontario",99,"Non-religious"
"1879",1,0,99,3,4,4,"Quebec",99,"Non-religious"
"1880",1,0,99,2,3,2,"Ontario",99,"Non-religious"
"1881",1,0,1,1,4,1,"Ontario",0,"Catholic"
"1882",1,0,99,1,3,3,"Quebec",99,"Non-religious"
"1883",1,0,99,1,4,3,"Quebec",99,"Non-religious"
"1884",1,0,99,1,3,2,"Quebec",99,"Non-religious"
"1885",1,0,1,2,2,3,"Quebec",99,"Other Christian"
"1886",1,0,4,3,2,4,"British Columbia",99,"Other"
"1887",1,1,2,1,3,4,"Quebec",4,"Catholic"
"1888",0,0,1,3,3,4,"Newfoundland and Labrador",99,"Anglican"
"1889",0,0,1,2,3,3,"Quebec",7,"Catholic"
"1890",0,1,2,3,2,1,"Quebec",99,"Jewish"
"1891",1,0,2,3,2,2,"Quebec",8,"Catholic"
"1892",1,1,2,3,2,3,"Quebec",9,"Catholic"
"1893",0,0,1,1,2,3,"Quebec",9,"Catholic"
"1894",0,0,99,2,3,1,"Quebec",99,"Non-religious"
"1895",0,0,2,2,2,4,"Quebec",7,"Catholic"
"1896",1,0,2,1,4,4,"Newfoundland and Labrador",5,"Catholic"
"1897",0,0,2,3,3,3,"Ontario",7,"Catholic"
"1898",1,0,99,1,3,4,"Quebec",99,"Non-religious"
"1899",1,0,1,1,3,3,"Quebec",3,"Catholic"
"1900",0,1,1,2,4,1,"Quebec",7,"Catholic"
"1902",0,0,2,3,2,1,"Ontario",8,"Catholic"
"1903",1,0,1,2,4,3,"Ontario",7,"Catholic"
"1904",0,0,1,2,4,2,"Quebec",5,"Catholic"
"1905",0,0,2,3,3,1,"Quebec",6,"Catholic"
"1906",1,0,99,3,3,2,"Prince Edward Island",99,"Non-religious"
"1907",0,1,99,3,3,5,"Prince Edward Island",99,"Non-religious"
"1908",1,0,2,4,4,5,"Quebec",8,"Catholic"
"1909",0,0,99,1,2,2,"Prince Edward Island",99,"Non-religious"
"1910",0,0,1,2,4,1,"Quebec",4,"Catholic"
"1911",0,0,2,3,3,2,"Quebec",9,"Catholic"
"1912",1,1,99,3,3,3,"Prince Edward Island",99,"Non-religious"
"1913",1,1,99,3,4,3,"Prince Edward Island",99,"Non-religious"
"1914",1,0,99,2,3,3,"Saskatchewan",99,"Non-religious"
"1915",0,0,4,3,4,2,"Quebec",7,"Catholic"
"1916",0,0,1,2,2,2,"Prince Edward Island",5,"Catholic"
"1917",0,1,1,2,2,4,"Quebec",99,"Other Christian"
"1918",1,1,1,3,3,2,"Quebec",8,"Catholic"
"1919",0,0,2,3,3,3,"Saskatchewan",7,"Catholic"
"1920",0,0,99,3,3,4,"Quebec",99,"Non-religious"
"1921",1,0,4,4,4,5,"Saskatchewan",10,"Catholic"
"1922",0,0,1,2,2,1,"Nova Scotia",6,"Catholic"
"1923",1,0,99,2,2,2,"Saskatchewan",99,"Non-religious"
"1924",0,1,1,2,3,3,"Saskatchewan",99,"Other Christian"
"1926",1,0,99,1,1,3,"Saskatchewan",99,"Non-religious"
"1927",0,0,2,1,2,4,"Quebec",2,"Catholic"
"1928",1,0,1,2,2,3,"Quebec",1,"Catholic"
"1929",0,1,99,1,4,2,"Ontario",99,"Non-religious"
"1930",1,0,2,2,3,3,"Saskatchewan",5,"Catholic"
"1931",0,0,2,3,3,2,"Quebec",7,"Catholic"
"1932",1,0,99,3,3,4,"Quebec",99,"Non-religious"
"1933",0,0,2,3,3,3,"Quebec",8,"Catholic"
"1934",0,0,2,3,4,5,"Quebec",6,"Catholic"
"1935",0,0,1,3,3,4,"Quebec",7,"Catholic"
"1936",0,0,1,1,3,3,"Quebec",8,"Catholic"
"1937",0,0,99,3,3,4,"Quebec",99,"Non-religious"
"1938",0,0,99,1,2,3,"Ontario",99,"Non-religious"
"1939",1,0,2,1,3,2,"Quebec",6,"Catholic"
"1940",1,0,99,3,3,3,"Quebec",99,"Non-religious"
"1941",0,0,2,3,3,3,"Saskatchewan",99,"Other Christian"
"1942",0,0,99,2,3,3,"Saskatchewan",99,"Non-religious"
"1943",0,0,1,1,3,3,"Saskatchewan",3,"Catholic"
"1944",0,0,4,4,3,2,"Ontario",9,"Catholic"
"1946",0,1,1,2,4,2,"Ontario",99,"Other Christian"
"1947",1,1,2,3,4,3,"Ontario",7,"Catholic"
"1949",1,0,1,1,3,3,"Saskatchewan",7,"United Church"
"1950",1,1,2,3,4,3,"Quebec",8,"Catholic"
"1951",1,0,1,1,3,5,"Quebec",5,"Catholic"
"1952",1,0,1,1,3,2,"Quebec",99,"Anglican"
"1953",0,0,2,1,4,3,"Quebec",99,"Anglican"
"1954",1,0,99,2,3,3,"Quebec",99,"Non-religious"
"1955",1,0,1,2,2,1,"Quebec",6,"Catholic"
"1956",0,0,1,2,4,3,"Saskatchewan",6,"United Church"
"1957",0,1,4,3,4,3,"Saskatchewan",7,"Catholic"
"1958",0,0,1,4,4,2,"Saskatchewan",99,"Other"
"1959",1,0,1,2,4,4,"Quebec",3,"Catholic"
"1960",1,0,1,3,3,2,"Quebec",99,"Other Christian"
"1961",1,1,2,2,3,3,"Saskatchewan",99,"Other Christian"
"1962",0,0,99,2,2,3,"Quebec",99,"Non-religious"
"1963",0,1,99,3,2,3,"Saskatchewan",99,"Non-religious"
"1964",0,1,99,3,3,3,"Saskatchewan",99,"Non-religious"
"1965",1,1,2,3,2,1,"Quebec",7,"Catholic"
"1966",0,0,4,4,3,3,"Saskatchewan",99,"Other Christian"
"1967",1,0,99,2,4,4,"Quebec",99,"Non-religious"
"1968",1,1,4,4,4,4,"Quebec",10,"Catholic"
"1969",0,0,1,2,3,3,"Quebec",3,"Catholic"
"1970",0,0,3,3,3,3,"Saskatchewan",99,"Other Christian"
"1971",1,1,4,3,3,3,"Ontario",6,"Catholic"
"1972",0,1,1,2,4,2,"Ontario",7,"Catholic"
"1973",1,0,99,2,4,4,"Yukon",99,"Non-religious"
"1974",0,1,99,2,2,1,"Quebec",99,"Non-religious"
"1975",1,1,99,1,2,4,"Quebec",99,"Non-religious"
"1976",1,1,2,4,4,3,"Quebec",99,"Other Christian"
"1978",0,0,2,2,2,2,"Quebec",99,"Muslim"
"1979",1,0,4,2,2,3,"Quebec",7,"Catholic"
"1980",0,0,1,2,3,2,"Quebec",99,"Anglican"
"1981",0,1,2,3,3,3,"Quebec",5,"Catholic"
"1982",1,1,4,3,2,2,"Quebec",99,"Anglican"
"1983",0,0,2,1,3,3,"Saskatchewan",99,"Anglican"
"1984",0,0,99,1,3,2,"Saskatchewan",99,"Non-religious"
"1985",0,0,1,1,1,3,"Saskatchewan",99,"Anglican"
"1986",1,0,2,2,2,1,"Quebec",99,"Jewish"
"1987",0,0,1,1,2,3,"Quebec",0,"Catholic"
"1988",1,0,1,1,2,1,"Quebec",4,"Catholic"
"1989",0,0,4,3,3,3,"Quebec",99,"Other Christian"
"1990",0,0,2,2,3,1,"Quebec",5,"Catholic"
"1991",0,0,99,3,3,5,"Quebec",99,"Non-religious"
"1992",0,0,2,4,4,2,"Saskatchewan",99,"Other Christian"
"1993",0,0,99,1,3,4,"Quebec",99,"Non-religious"
"1994",1,0,1,2,3,2,"Quebec",2,"Catholic"
"1996",0,1,2,2,2,5,"Quebec",7,"Catholic"
"1997",1,0,1,1,3,3,"Saskatchewan",4,"Catholic"
"1998",1,0,4,2,3,2,"Saskatchewan",8,"Catholic"
"1999",1,0,1,1,1,1,"Quebec",8,"Catholic"
"2000",0,0,1,2,2,3,"Saskatchewan",3,"Catholic"
"2001",0,0,4,1,3,2,"Quebec",99,"Other Christian"
"2002",1,1,3,2,2,4,"Quebec",7,"Catholic"
"2003",1,0,2,4,3,2,"Saskatchewan",7,"Catholic"
"2005",0,0,1,2,4,3,"Saskatchewan",6,"United Church"
"2006",0,0,1,4,4,3,"Saskatchewan",99,"Other Christian"
"2007",0,0,99,1,2,3,"Nova Scotia",99,"Non-religious"
"2008",1,1,99,3,3,3,"Saskatchewan",99,"Non-religious"
"2009",0,0,99,3,3,3,"Saskatchewan",99,"Non-religious"
"2010",0,0,99,2,1,1,"Quebec",99,"Non-religious"
"2011",1,0,4,2,3,2,"Saskatchewan",99,"Other Christian"
"2012",0,0,3,4,3,4,"Yukon",7,"United Church"
"2013",1,0,99,1,1,4,"Saskatchewan",99,"Non-religious"
"2014",0,1,2,4,4,5,"Saskatchewan",99,"Anglican"
"2015",0,0,99,3,3,3,"Saskatchewan",99,"Non-religious"
"2016",0,0,1,1,3,2,"Saskatchewan",5,"Catholic"
"2017",0,0,2,2,4,2,"Quebec",6,"Catholic"
"2018",1,0,1,2,2,5,"Quebec",6,"Catholic"
"2019",1,0,2,2,2,3,"Saskatchewan",99,"Jewish"
"2020",1,0,3,2,4,2,"Quebec",99,"Other Christian"
"2021",1,0,1,1,2,3,"Saskatchewan",8,"United Church"
"2022",1,0,1,1,2,3,"Saskatchewan",0,"United Church"
"2023",0,0,1,1,1,5,"Saskatchewan",99,"Anglican"
"2024",0,1,1,3,3,3,"Quebec",7,"United Church"
"2025",0,0,4,3,3,3,"Ontario",10,"United Church"
"2026",0,1,1,1,4,1,"Saskatchewan",4,"Catholic"
"2027",1,0,2,2,2,1,"Quebec",6,"United Church"
"2028",0,1,4,4,4,5,"Saskatchewan",99,"Other Christian"
"2029",0,0,99,3,3,3,"Saskatchewan",99,"Non-religious"
"2030",1,0,99,2,1,3,"Saskatchewan",99,"Non-religious"
"2031",0,0,2,3,3,3,"Saskatchewan",99,"Anglican"
"2032",1,0,2,1,1,3,"Saskatchewan",8,"United Church"
"2033",1,0,4,2,2,1,"Saskatchewan",99,"Other Christian"
"2034",0,0,2,2,2,3,"Saskatchewan",6,"Catholic"
"2035",0,0,99,3,3,1,"Saskatchewan",99,"Non-religious"
"2036",0,1,1,2,3,3,"Saskatchewan",7,"Catholic"
"2037",0,0,1,2,2,3,"Saskatchewan",99,"Anglican"
"2038",0,0,1,1,2,1,"Saskatchewan",99,"Other Christian"
"2039",0,1,1,4,4,3,"Saskatchewan",5,"Catholic"
"2040",0,0,2,2,3,2,"Saskatchewan",6,"Catholic"
"2041",1,0,99,2,4,2,"Saskatchewan",99,"Non-religious"
"2042",0,1,99,2,4,3,"Saskatchewan",99,"Non-religious"
"2043",0,0,99,4,4,2,"Ontario",99,"Non-religious"
"2044",1,0,2,3,3,1,"Saskatchewan",99,"Other Christian"
"2045",0,0,2,2,4,3,"Saskatchewan",5,"Catholic"
"2046",1,0,1,3,3,2,"Saskatchewan",99,"Other"
"2047",1,1,2,3,3,3,"Saskatchewan",99,"Jewish"
"2049",1,1,3,3,3,4,"Saskatchewan",99,"Other Christian"
"2051",0,1,99,2,4,3,"Saskatchewan",99,"Non-religious"
"2052",0,0,2,3,3,1,"Saskatchewan",7,"United Church"
"2053",1,0,99,4,4,3,"Saskatchewan",99,"Non-religious"
"2054",1,0,2,3,3,3,"Saskatchewan",2,"Catholic"
"2055",1,0,99,3,3,2,"Saskatchewan",99,"Non-religious"
