"","SMS","male","Age","donated","Roma_Inf"
"36125","Greek Rights",1,30,0,0
"36126","Roma Child",1,27,0,0
"36127","Greek Child",0,35,0,0
"36128","Greek Child",0,48,0,0
"36129","Roma Rights",0,26,0,0
"36130","Greek Rights",1,33,0,0
"36131","Neutral Rights",0,32,0,0
"36132","Greek Rights",1,27,0,0
"36133","Greek Child",1,55,0,0
"36134","Greek Rights",0,37,0,0
"36135","Roma Child",1,36,0,0
"36136","Roma Child",1,29,0,0
"36137","Roma Rights",0,39,0,0
"36138","Neutral Rights",1,44,0,0
"36139","Roma Rights",1,96,0,0
"36140","Greek Rights",1,37,0,0
"36141","Roma Rights",1,36,0,0
"36142","Roma Child",1,36,0,0
"36143","Greek Rights",0,42,0,0
"36144","Roma Child",0,33,0,0
"36145","Roma Child",1,66,0,0
"36146","Neutral Rights",1,33,0,0
"36147","Roma Child",1,33,0,0
"36148","Neutral Child",1,42,0,0
"36149","Roma Rights",1,33,0,0
"36150","Greek Rights",0,60,0,0
"36151","Neutral Child",1,34,0,0
"36152","Greek Child",1,33,0,0
"36153","Roma Rights",1,96,0,0
"36154","Neutral Rights",1,33,0,0
"36155","Roma Child",0,33,0,0
"36156","Roma Child",1,34,0,0
"36157","Greek Child",0,34,0,0
"36158","Roma Rights",0,39,0,0
"36159","Greek Rights",1,51,0,0
"36160","Roma Rights",0,34,0,0
"36161","Neutral Child",1,34,0,0
"36162","Greek Rights",1,37,0,0
"36163","Roma Child",1,45,0,0
"36164","Roma Child",1,38,0,0
"36165","Roma Child",1,36,0,0
"36166","Roma Child",1,68,0,0
"36167","Roma Rights",1,38,0,0
"36168","Greek Child",1,56,0,0
"36169","Roma Rights",0,34,0,0
"36170","Roma Child",1,41,0,0
"36171","Greek Child",1,52,0,0
"36172","Neutral Rights",1,36,0,0
"36173","Neutral Rights",0,41,0,0
"36174","Greek Rights",0,45,0,0
"36175","Neutral Rights",0,34,0,0
"36176","Greek Rights",1,36,0,0
"36177","Neutral Child",1,26,0,0
"36178","Roma Rights",0,40,0,0
"36179","Roma Child",1,26,0,0
"36180","Greek Child",1,28,0,0
"36181","Neutral Child",1,67,0,0
"36182","Neutral Rights",1,33,0,0
"36183","Greek Child",1,38,0,0
"36184","Roma Child",1,35,0,0
"36185","Greek Rights",1,33,0,0
"36186","Greek Rights",1,38,0,0
"36187","Greek Rights",0,39,0,0
"36188","Neutral Rights",0,47,0,0
"36189","Greek Rights",1,45,0,0
"36190","Roma Rights",1,30,0,0
"36191","Greek Rights",1,39,0,0
"36192","Roma Rights",1,31,0,0
"36193","Neutral Child",1,37,0,0
"36194","Greek Rights",1,34,0,0
"36195","Neutral Child",0,35,0,0
"36196","Greek Child",0,52,0,0
"36197","Greek Child",1,38,0,0
"36198","Roma Rights",1,37,0,0
"36199","Roma Child",1,40,0,0
"36200","Neutral Rights",1,51,0,0
"36201","Roma Child",1,47,0,0
"36202","Roma Child",1,38,0,0
"36203","Roma Child",1,34,0,0
"36204","Greek Rights",0,34,0,0
"36205","Greek Child",0,30,0,0
"36206","Greek Rights",1,38,0,0
"36207","Roma Child",1,31,0,0
"36208","Roma Rights",1,39,0,0
"36209","Roma Child",1,45,0,0
"36210","Neutral Child",1,33,0,0
"36211","Roma Rights",0,34,0,0
"36212","Roma Rights",1,35,0,0
"36213","Roma Child",0,30,0,0
"36214","Neutral Rights",1,32,0,0
"36215","Neutral Rights",1,37,0,0
"36216","Neutral Child",0,41,0,0
"36217","Greek Child",1,38,0,0
"36218","Greek Child",0,27,0,0
"36219","Neutral Rights",1,29,0,0
"36220","Roma Child",1,33,0,0
"36221","Greek Child",1,41,0,0
"36222","Greek Child",1,40,0,0
"36223","Neutral Rights",1,40,0,0
"36224","Roma Rights",0,29,0,0
"36225","Roma Child",1,38,0,0
"36226","Greek Child",0,36,0,0
"36227","Roma Rights",1,96,0,0
"36228","Roma Child",0,29,0,0
"36229","Greek Child",0,35,0,0
"36230","Roma Rights",1,40,0,0
"36231","Neutral Rights",1,36,0,0
"36232","Greek Child",1,39,0,0
"36233","Roma Rights",1,27,0,0
"36234","Roma Child",0,66,0,0
"36235","Roma Rights",1,33,0,0
"36236","Greek Rights",1,30,0,0
"36237","Greek Child",1,31,0,0
"36238","Neutral Rights",1,33,0,0
"36239","Greek Child",1,44,0,0
"36240","Greek Rights",1,48,0,0
"36241","Roma Child",1,27,0,0
"36242","Neutral Child",1,36,0,0
"36243","Greek Child",0,38,0,0
"36244","Neutral Child",1,23,0,0
"36245","Roma Rights",0,41,0,0
"36246","Roma Rights",1,34,0,0
"36247","Roma Child",1,32,0,0
"36248","Roma Child",0,32,0,0
"36249","Neutral Rights",0,29,0,0
"36250","Greek Rights",0,34,0,0
"36251","Greek Rights",0,38,0,0
"36252","Neutral Child",1,38,0,0
"36253","Roma Rights",1,29,0,0
"36254","Roma Rights",1,33,0,0
"36255","Neutral Child",0,32,0,0
"36256","Neutral Child",1,86,0,0
"36257","Greek Child",0,40,0,0
"36258","Greek Child",1,31,0,0
"36259","Neutral Rights",1,33,0,0
"36260","Neutral Child",0,39,0,0
"36261","Neutral Child",1,33,0,0
"36262","Roma Rights",0,38,0,0
"36263","Roma Child",0,55,0,0
"36264","Greek Rights",0,30,0,0
"36265","Greek Rights",0,31,0,0
"36266","Neutral Child",0,43,0,0
"36267","Roma Rights",0,30,0,0
"36268","Greek Rights",1,39,0,0
"36269","Greek Child",1,45,0,0
"36270","Greek Rights",0,35,1,0
"36271","Neutral Child",0,38,0,0
"36272","Roma Child",1,41,0,0
"36273","Neutral Rights",0,38,0,0
"36274","Greek Child",0,39,0,0
"36275","Roma Child",1,40,0,0
"36276","Roma Child",0,43,0,0
"36277","Neutral Rights",1,33,0,0
"36278","Roma Child",1,34,0,0
"36279","Greek Child",1,96,0,0
"36280","Greek Child",0,62,0,0
"36281","Neutral Rights",1,40,0,0
"36282","Greek Rights",0,34,0,0
"36283","Roma Child",1,26,0,0
"36284","Roma Rights",0,96,0,0
"36285","Neutral Child",1,36,0,0
"36286","Neutral Child",1,33,0,0
"36287","Greek Rights",1,32,0,0
"36288","Greek Child",0,36,0,0
"36289","Roma Child",1,42,0,0
"36290","Neutral Rights",0,53,0,0
"36291","Roma Rights",0,33,0,0
"36292","Neutral Child",1,32,0,0
"36293","Neutral Rights",0,34,0,0
"36294","Roma Child",1,34,0,0
"36295","Roma Child",1,40,0,0
"36296","Greek Child",0,33,0,0
"36297","Greek Child",0,36,0,0
"36298","Neutral Child",1,30,0,0
"36299","Roma Rights",1,49,0,0
"36300","Neutral Rights",0,31,0,0
"36301","Greek Child",1,96,0,0
"36302","Neutral Child",1,31,0,0
"36303","Neutral Child",0,33,0,0
"36304","Neutral Child",0,36,0,0
"36305","Greek Child",0,33,0,0
"36306","Greek Rights",0,50,0,0
"36307","Roma Rights",1,38,0,0
"36308","Neutral Rights",1,33,0,0
"36309","Roma Child",0,51,0,0
"36310","Greek Child",1,39,0,0
"36311","Greek Child",1,38,0,0
"36312","Roma Rights",1,38,0,0
"36313","Greek Rights",1,34,0,0
"36314","Neutral Child",0,34,0,0
"36315","Roma Rights",1,48,0,0
"36316","Roma Rights",0,64,0,0
"36317","Roma Child",1,29,0,0
"36318","Greek Child",1,33,0,0
"36319","Greek Child",0,39,0,0
"36320","Neutral Child",1,37,0,0
"36321","Greek Child",1,36,0,0
"36322","Roma Child",1,35,0,0
"36323","Roma Child",1,46,0,0
"36324","Roma Child",1,28,0,0
"36325","Greek Rights",0,50,0,0
"36326","Greek Rights",1,43,0,0
"36327","Greek Rights",1,56,0,0
"36328","Roma Child",1,36,0,0
"36329","Greek Rights",1,48,0,0
"36330","Neutral Rights",0,33,0,0
"36331","Greek Rights",1,41,0,0
"36332","Greek Rights",0,51,0,0
"36333","Roma Rights",0,33,0,0
"36334","Greek Child",0,34,0,0
"36335","Greek Child",1,35,0,0
"36336","Greek Rights",1,43,0,0
"36337","Greek Rights",1,26,0,0
"36338","Neutral Child",1,35,0,0
"36339","Roma Rights",0,33,0,0
"36340","Greek Rights",1,29,0,0
"36341","Greek Rights",0,26,0,0
"36342","Neutral Rights",1,26,0,0
"36343","Neutral Child",1,34,0,0
"36344","Neutral Child",0,30,0,0
"36345","Roma Rights",1,32,0,0
"36346","Greek Child",1,35,0,0
"36347","Roma Child",1,37,0,0
"36348","Greek Rights",1,30,0,0
"36349","Roma Rights",0,38,0,0
"36350","Roma Child",0,25,0,0
"36351","Greek Child",1,35,0,0
"36352","Roma Child",0,44,0,0
"36353","Greek Rights",1,35,0,0
"36354","Neutral Child",1,36,0,0
"36355","Greek Rights",1,35,0,0
"36356","Roma Rights",0,40,0,0
"36357","Greek Child",1,35,0,0
"36358","Roma Rights",0,29,0,0
"36359","Neutral Rights",0,40,0,0
"36360","Greek Child",1,47,0,0
"36361","Greek Rights",1,77,0,0
"36362","Greek Child",0,37,0,0
"36363","Greek Child",1,37,0,0
"36364","Roma Rights",0,47,0,0
"36365","Roma Rights",1,43,0,0
"36366","Roma Child",0,29,0,0
"36367","Neutral Rights",1,36,0,0
"36368","Neutral Child",1,36,0,0
"36369","Roma Rights",1,33,0,0
"36370","Greek Child",1,39,0,0
"36371","Neutral Child",0,22,0,0
"36372","Neutral Child",1,35,0,0
"36373","Greek Rights",0,33,0,0
"36374","Roma Rights",0,41,0,0
"36375","Neutral Rights",1,46,0,0
"36376","Neutral Child",0,36,0,0
"36377","Greek Rights",1,33,0,0
"36378","Greek Rights",0,36,0,0
"36379","Roma Child",1,37,0,0
"36380","Greek Rights",1,36,0,0
"36381","Roma Child",0,56,0,0
"36382","Greek Rights",0,35,0,0
"36383","Greek Rights",1,25,0,0
"36384","Neutral Child",1,40,0,0
"36385","Roma Child",0,39,0,0
"36386","Neutral Rights",1,34,0,0
"36387","Greek Rights",0,38,0,0
"36388","Roma Rights",0,37,0,0
"36389","Neutral Rights",1,31,0,0
"36390","Greek Child",0,36,0,0
"36391","Neutral Child",1,68,0,0
"36392","Neutral Child",0,33,0,0
"36393","Neutral Child",1,25,0,0
"36394","Roma Rights",1,30,0,0
"36395","Neutral Rights",1,65,0,0
"36396","Greek Child",1,35,0,0
"36397","Greek Rights",0,34,0,0
"36398","Roma Rights",1,26,0,0
"36399","Roma Child",0,40,0,0
"36400","Greek Rights",1,35,0,0
"36401","Neutral Child",0,46,0,0
"36402","Greek Child",1,40,0,0
"36403","Neutral Child",1,52,0,0
"36404","Roma Rights",1,36,0,0
"36405","Roma Child",0,35,0,0
"36406","Greek Rights",0,34,0,0
"36407","Roma Child",1,33,0,0
"36408","Greek Rights",0,34,0,0
"36409","Roma Child",0,41,0,0
"36410","Neutral Rights",0,34,0,0
"36411","Roma Child",1,36,0,0
"36412","Roma Rights",0,33,0,0
"36413","Greek Child",1,37,0,0
"36414","Roma Child",1,23,0,0
"36415","Greek Child",0,37,0,0
"36416","Neutral Rights",1,51,0,0
"36417","Greek Rights",1,36,0,0
"36418","Greek Rights",0,33,0,0
"36419","Roma Child",0,40,0,0
"36420","Greek Child",1,36,0,0
"36421","Roma Rights",0,38,0,0
"36422","Neutral Child",0,31,0,0
"36423","Greek Child",0,96,0,0
"36424","Greek Child",1,46,0,0
"36425","Neutral Rights",1,35,0,0
"36426","Neutral Rights",1,32,0,0
"36427","Neutral Rights",0,35,0,0
"36428","Greek Rights",1,37,0,0
"36429","Neutral Child",1,16,0,0
"36430","Neutral Rights",1,36,0,0
"36431","Greek Child",1,36,0,0
"36432","Roma Rights",0,37,0,0
"36433","Roma Child",1,23,0,0
"36434","Greek Rights",1,55,0,0
"36435","Greek Rights",1,39,0,0
"36436","Greek Rights",1,26,0,0
"36437","Greek Child",1,40,0,0
"36438","Roma Rights",0,37,0,0
"36439","Greek Rights",1,34,0,0
"36440","Roma Rights",0,44,0,0
"36441","Roma Rights",1,35,0,0
"36442","Roma Child",1,36,0,0
"36443","Roma Rights",1,36,0,0
"36444","Neutral Child",1,37,0,0
"36445","Roma Rights",1,35,0,0
"36446","Roma Rights",0,37,0,0
"36447","Roma Rights",1,45,0,0
"36448","Greek Rights",1,36,0,0
"36449","Roma Child",1,38,0,0
"36450","Roma Rights",0,41,0,0
"36451","Roma Rights",0,37,0,0
"36452","Roma Child",1,37,0,0
"36453","Neutral Rights",1,34,0,0
"36454","Roma Rights",1,40,0,0
"36455","Greek Child",1,39,0,0
"36456","Roma Rights",0,35,0,0
"36457","Neutral Child",0,35,0,0
"36458","Neutral Child",0,46,0,0
"36459","Roma Child",1,33,0,0
"36460","Greek Rights",0,38,0,0
"36461","Roma Child",0,37,0,0
"36462","Roma Rights",1,31,0,0
"36463","Greek Child",0,43,0,0
"36464","Greek Child",0,39,0,0
"36465","Neutral Rights",0,26,0,0
"36466","Neutral Rights",1,41,0,0
"36467","Neutral Rights",0,33,0,0
"36468","Greek Child",0,33,0,0
"36469","Greek Rights",1,35,0,0
"36470","Roma Child",1,35,0,0
"36471","Greek Rights",1,42,0,0
"36472","Roma Rights",1,38,0,0
"36473","Greek Rights",1,96,0,0
"36474","Neutral Child",0,32,0,0
"36475","Roma Child",0,35,0,0
"36476","Greek Rights",0,60,0,0
"36477","Roma Rights",0,40,0,0
"36478","Greek Rights",1,37,0,0
"36479","Greek Rights",1,41,0,0
"36480","Greek Rights",1,32,0,0
"36481","Roma Child",0,37,0,0
"36482","Neutral Child",0,96,0,0
"36483","Greek Child",0,39,0,0
"36484","Neutral Rights",1,38,0,0
"36485","Neutral Rights",1,36,0,0
"36486","Greek Child",1,37,0,0
"36487","Roma Rights",1,31,0,0
"36488","Greek Child",0,35,0,0
"36489","Neutral Rights",0,31,0,0
"36490","Neutral Child",0,32,0,0
"36491","Roma Child",1,27,0,0
"36492","Greek Child",0,34,0,0
"36493","Greek Rights",1,37,0,0
"36494","Neutral Rights",0,32,0,0
"36495","Roma Rights",0,28,0,0
"36496","Greek Child",1,32,0,0
"36497","Roma Rights",1,34,0,0
"36498","Neutral Rights",1,40,0,0
"36499","Roma Child",1,26,0,0
"36500","Roma Rights",1,35,0,0
"36501","Roma Child",0,34,0,0
"36502","Greek Child",1,46,0,0
"36503","Roma Rights",0,32,0,0
"36504","Roma Child",1,31,0,0
"36505","Greek Child",1,35,0,0
"36506","Roma Child",1,37,0,0
"36507","Greek Child",1,31,0,0
"36508","Neutral Rights",1,40,0,0
"36509","Neutral Rights",1,28,0,0
"36510","Neutral Rights",1,24,0,0
"36511","Neutral Child",0,36,0,0
"36512","Neutral Child",1,54,0,0
"36513","Greek Rights",1,36,0,0
"36514","Greek Child",1,91,0,0
"36515","Roma Child",1,43,0,0
"36516","Neutral Child",1,32,0,0
"36517","Roma Child",0,44,0,0
"36518","Greek Child",0,60,0,0
"36519","Roma Child",1,40,0,0
"36520","Neutral Rights",0,39,0,0
"36521","Greek Child",1,42,0,0
"36522","Greek Child",1,39,0,0
"36523","Greek Child",1,46,0,0
"36524","Greek Rights",1,41,0,0
"36525","Neutral Rights",1,39,0,0
"36526","Neutral Rights",1,29,0,0
"36527","Greek Rights",1,35,0,0
"36528","Greek Rights",1,39,0,0
"36529","Neutral Rights",1,33,0,0
"36530","Roma Rights",1,43,0,0
"36531","Neutral Child",1,32,0,0
"36532","Neutral Rights",1,96,0,0
"36533","Roma Rights",1,36,0,0
"36534","Neutral Rights",1,32,0,0
"36535","Neutral Rights",1,43,0,0
"36536","Greek Child",1,47,0,0
"36537","Neutral Child",1,34,0,0
"36538","Roma Child",0,39,0,0
"36539","Neutral Child",1,30,0,0
"36540","Neutral Child",1,37,0,0
"36541","Roma Child",0,34,0,0
"36542","Roma Rights",0,31,0,0
"36543","Roma Child",1,41,0,0
"36544","Roma Child",1,38,0,0
"36545","Neutral Rights",0,29,0,0
"36546","Roma Rights",1,96,0,0
"36547","Neutral Child",1,33,0,0
"36548","Greek Child",1,34,0,0
"36549","Greek Child",0,33,0,0
"36550","Greek Child",1,35,0,0
"36551","Greek Rights",1,35,0,0
"36552","Roma Rights",0,36,0,0
"36553","Neutral Rights",1,43,0,0
"36554","Roma Rights",0,27,0,0
"36555","Roma Child",1,96,0,0
"36556","Roma Child",1,35,0,0
"36557","Neutral Rights",1,34,0,0
"36558","Roma Child",0,40,0,0
"36559","Greek Rights",1,36,0,0
"36560","Neutral Child",1,34,0,0
"36561","Roma Child",0,36,0,0
"36562","Greek Rights",0,35,0,0
"36563","Greek Child",1,39,0,0
"36564","Roma Child",1,36,0,0
"36565","Greek Child",0,38,0,0
"36566","Neutral Child",1,33,0,0
"36567","Greek Child",1,35,0,0
"36568","Roma Rights",1,68,0,0
"36569","Greek Rights",0,35,0,0
"36570","Neutral Child",1,28,0,0
"36571","Greek Rights",1,37,0,0
"36572","Neutral Child",1,39,0,0
"36573","Greek Child",1,29,0,0
"36574","Roma Rights",0,34,0,0
"36575","Greek Rights",0,32,0,0
"36576","Neutral Rights",1,34,0,0
"36577","Neutral Rights",1,39,0,0
"36578","Greek Rights",0,37,0,0
"36579","Greek Child",0,36,0,0
"36580","Neutral Child",0,33,0,0
"36581","Neutral Rights",1,40,0,0
"36582","Roma Child",0,39,0,0
"36583","Neutral Child",1,38,0,0
"36584","Neutral Child",0,50,0,0
"36585","Greek Rights",1,37,0,0
"36586","Roma Rights",1,29,0,0
"36587","Roma Child",0,36,0,0
"36588","Roma Rights",0,27,0,0
"36589","Roma Rights",0,39,1,0
"36590","Greek Rights",1,46,0,0
"36591","Roma Rights",0,31,0,0
"36592","Roma Rights",1,39,0,0
"36593","Greek Rights",1,43,0,0
"36594","Greek Rights",0,35,0,0
"36595","Roma Child",1,36,0,0
"36596","Roma Rights",0,96,0,0
"36597","Greek Rights",1,59,0,0
"36598","Roma Child",0,34,0,0
"36599","Greek Rights",0,34,0,0
"36600","Roma Rights",1,31,0,0
"36601","Roma Rights",1,38,0,0
"36602","Roma Child",1,42,0,0
"36603","Greek Child",1,49,0,0
"36604","Roma Child",1,41,0,0
"36605","Greek Child",1,44,0,0
"36606","Greek Rights",1,39,0,0
"36607","Roma Child",0,38,0,0
"36608","Greek Rights",1,37,0,0
"36609","Roma Rights",0,44,0,0
"36610","Roma Rights",1,34,0,0
"36611","Greek Child",0,34,0,0
"36612","Greek Child",1,32,0,0
"36613","Greek Rights",1,28,0,0
"36614","Roma Rights",0,29,0,0
"36615","Roma Rights",1,33,0,0
"36616","Greek Child",1,96,0,0
"36617","Neutral Child",0,38,0,0
"36618","Greek Child",1,34,0,0
"36619","Roma Rights",1,46,0,0
"36620","Roma Child",1,56,0,0
"36621","Greek Rights",1,32,0,0
"36622","Roma Rights",1,32,0,0
"36623","Greek Rights",0,33,0,0
"36624","Roma Child",0,29,0,0
"36625","Roma Child",0,39,0,0
"36626","Greek Rights",1,37,0,0
"36627","Roma Child",1,96,0,0
"36628","Neutral Rights",0,44,0,0
"36629","Neutral Rights",0,96,0,0
"36630","Greek Rights",0,23,0,0
"36631","Neutral Rights",1,34,0,0
"36632","Greek Rights",1,25,0,0
"36633","Roma Child",1,56,0,0
"36634","Neutral Child",1,42,0,0
"36635","Greek Child",0,27,0,0
"36636","Neutral Rights",1,36,0,0
"36637","Neutral Rights",1,31,0,0
"36638","Greek Rights",1,36,0,0
"36639","Roma Child",0,38,0,0
"36640","Neutral Child",1,32,0,0
"36641","Greek Rights",0,38,0,0
"36642","Greek Rights",1,34,0,0
"36643","Neutral Child",1,41,0,0
"36644","Greek Child",0,56,0,0
"36645","Greek Child",1,37,0,0
"36646","Roma Rights",1,42,0,0
"36647","Greek Rights",0,37,0,0
"36648","Greek Child",1,28,0,0
"36649","Neutral Child",1,34,0,0
"36650","Neutral Child",1,43,0,0
"36651","Greek Child",1,42,0,0
"36652","Roma Rights",1,31,0,0
"36653","Greek Child",1,35,0,0
"36654","Roma Rights",0,30,0,0
"36655","Greek Rights",0,38,0,0
"36656","Roma Child",0,31,0,0
"36657","Neutral Rights",0,41,0,0
"36658","Roma Child",1,37,0,0
"36659","Roma Rights",0,34,0,0
"36660","Neutral Rights",1,33,0,0
"36661","Roma Rights",1,27,0,0
"36662","Neutral Child",0,46,0,0
"36663","Neutral Child",1,28,0,0
"36664","Roma Rights",0,60,0,0
"36665","Roma Child",1,36,0,0
"36666","Roma Rights",0,31,0,0
"36667","Neutral Rights",1,30,0,0
"36668","Greek Child",1,37,0,0
"36669","Neutral Child",0,38,0,0
"36670","Greek Rights",1,53,0,0
"36671","Roma Rights",0,39,0,0
"36672","Roma Rights",1,33,0,0
"36673","Roma Child",0,36,0,0
"36674","Neutral Rights",1,34,0,0
"36675","Roma Rights",0,39,0,0
"36676","Greek Child",1,45,0,0
"36677","Neutral Child",1,32,0,0
"36678","Neutral Rights",0,42,0,0
"36679","Neutral Child",1,32,0,0
"36680","Roma Rights",0,34,0,0
"36681","Neutral Child",1,37,0,0
"36682","Roma Child",0,28,0,0
"36683","Roma Child",1,33,0,0
"36684","Neutral Rights",1,33,0,0
"36685","Roma Rights",1,46,0,0
"36686","Greek Rights",0,31,0,0
"36687","Roma Child",0,34,0,0
"36688","Neutral Rights",1,34,0,0
"36689","Roma Child",1,36,0,0
"36690","Greek Rights",1,35,0,0
"36691","Greek Rights",0,56,1,0
"36692","Neutral Rights",1,34,0,0
"36693","Roma Child",1,46,0,0
"36694","Greek Rights",1,35,0,0
"36695","Neutral Child",1,31,0,0
"36696","Roma Rights",0,28,0,0
"36697","Greek Child",1,32,0,0
"36698","Greek Rights",1,69,0,0
"36699","Roma Rights",0,36,0,0
"36700","Neutral Rights",1,96,0,0
"36701","Greek Rights",1,46,0,0
"36702","Greek Rights",0,34,0,0
"36703","Greek Rights",0,29,0,0
"36704","Greek Rights",1,34,0,0
"36705","Roma Child",0,35,0,0
"36706","Neutral Child",1,31,0,0
"36707","Greek Rights",1,35,0,0
"36708","Greek Child",0,33,0,0
"36709","Roma Child",1,28,0,0
"36710","Greek Rights",1,50,0,0
"36711","Roma Child",1,32,0,0
"36712","Greek Child",0,34,0,0
"36713","Roma Child",1,37,0,0
"36714","Neutral Child",1,27,0,0
"36715","Greek Rights",1,32,0,0
"36716","Roma Rights",1,34,0,0
"36717","Roma Rights",0,34,0,0
"36718","Greek Child",0,39,0,0
"36719","Roma Child",1,27,0,0
"36720","Neutral Rights",1,29,0,0
"36721","Neutral Child",1,42,0,0
"36722","Neutral Rights",1,43,0,0
"36723","Roma Rights",1,27,0,0
"36724","Neutral Rights",0,55,0,0
"36725","Neutral Rights",1,41,0,0
"36726","Roma Rights",1,92,0,0
"36727","Greek Child",1,31,0,0
"36728","Roma Child",1,41,0,0
"36729","Roma Rights",0,32,0,0
"36730","Greek Rights",1,34,0,0
"36731","Neutral Rights",0,31,0,0
"36732","Greek Rights",1,28,0,0
"36733","Greek Child",1,35,0,0
"36734","Neutral Rights",0,29,0,0
"36735","Roma Rights",1,40,0,0
"36736","Roma Child",1,42,0,0
"36737","Greek Child",0,42,1,0
"36738","Roma Rights",0,29,0,0
"36739","Neutral Rights",1,34,0,0
"36740","Greek Child",0,96,0,0
"36741","Greek Rights",1,34,0,0
"36742","Greek Child",1,46,0,0
"36743","Greek Child",1,50,0,0
"36744","Roma Child",1,35,0,0
"36745","Neutral Child",0,44,0,0
"36746","Neutral Rights",1,39,0,0
"36747","Roma Child",0,36,0,0
"36748","Roma Child",1,35,0,0
"36749","Roma Child",0,33,0,0
"36750","Greek Rights",1,36,0,0
"36751","Neutral Rights",0,35,0,0
"36752","Neutral Rights",1,36,0,0
"36753","Greek Rights",1,33,0,0
"36754","Roma Rights",1,16,0,0
"36755","Neutral Rights",1,35,0,0
"36756","Neutral Child",0,34,0,0
"36757","Greek Rights",1,36,0,0
"36758","Roma Child",0,34,0,0
